time (s),v("/D0" ?result "tran") (V)
1.182E-9,-49.75E-9
1.458E-9,164.7E-9
1.842E-9,-73.48E-9
2.171E-9,146.7E-9
2.500E-9,-54.48E-9
2.500E-9,63.69E-6
2.501E-9,183.7E-6
2.501E-9,377.6E-6
2.502E-9,560.4E-6
2.504E-9,764.7E-6
2.509E-9,879.4E-6
2.515E-9,863.8E-6
2.524E-9,793.0E-6
2.527E-9,717.5E-6
2.530E-9,632.5E-6
2.534E-9,506.9E-6
2.536E-9,411.2E-6
2.539E-9,328.7E-6
2.540E-9,292.3E-6
2.542E-9,297.7E-6
2.544E-9,317.3E-6
2.546E-9,332.6E-6
2.547E-9,339.2E-6
2.549E-9,361.1E-6
2.550E-9,419.2E-6
2.550E-9,414.8E-6
2.550E-9,404.6E-6
2.550E-9,399.3E-6
2.550E-9,389.2E-6
2.550E-9,370.0E-6
2.550E-9,361.0E-6
2.551E-9,344.1E-6
2.551E-9,314.4E-6
2.551E-9,269.4E-6
2.552E-9,224.0E-6
2.555E-9,231.0E-6
2.558E-9,297.7E-6
2.561E-9,330.4E-6
2.564E-9,299.6E-6
2.568E-9,222.5E-6
2.573E-9,190.4E-6
2.578E-9,288.0E-6
2.582E-9,434.7E-6
2.587E-9,612.1E-6
2.591E-9,753.1E-6
2.597E-9,845.8E-6
2.598E-9,855.5E-6
2.601E-9,859.8E-6
2.601E-9,858.9E-6
2.602E-9,856.1E-6
2.602E-9,854.3E-6
2.603E-9,849.5E-6
2.604E-9,835.3E-6
2.607E-9,785.6E-6
2.612E-9,626.2E-6
2.616E-9,364.3E-6
2.621E-9,77.90E-6
2.627E-9,-199.6E-6
2.633E-9,-412.2E-6
2.640E-9,-577.5E-6
2.649E-9,-673.3E-6
2.660E-9,-699.0E-6
2.675E-9,-668.8E-6
2.695E-9,-588.0E-6
2.700E-9,-559.0E-6
2.710E-9,-484.2E-6
2.716E-9,-422.2E-6
2.721E-9,-361.6E-6
2.727E-9,-214.5E-6
2.730E-9,-83.15E-6
2.733E-9,139.4E-6
2.736E-9,468.7E-6
2.739E-9,858.1E-6
2.742E-9,1.596E-3
2.745E-9,3.019E-3
2.748E-9,4.251E-3
2.750E-9,4.880E-3
2.753E-9,4.699E-3
2.757E-9,3.890E-3
2.759E-9,3.153E-3
2.762E-9,2.416E-3
2.765E-9,1.871E-3
2.767E-9,1.435E-3
2.770E-9,955.6E-6
2.773E-9,582.0E-6
2.776E-9,352.3E-6
2.778E-9,214.6E-6
2.781E-9,146.6E-6
2.783E-9,83.65E-6
2.786E-9,-17.33E-6
2.788E-9,-218.8E-6
2.791E-9,-656.5E-6
2.794E-9,-1.305E-3
2.798E-9,-1.952E-3
2.801E-9,-2.221E-3
2.803E-9,-2.221E-3
2.806E-9,-1.957E-3
2.810E-9,-1.545E-3
2.814E-9,-1.039E-3
2.818E-9,-581.3E-6
2.821E-9,-362.1E-6
2.824E-9,-151.5E-6
2.827E-9,2.187E-6
2.829E-9,107.4E-6
2.833E-9,224.6E-6
2.836E-9,354.3E-6
2.838E-9,445.6E-6
2.841E-9,556.0E-6
2.844E-9,730.7E-6
2.848E-9,1.102E-3
2.853E-9,1.571E-3
2.854E-9,1.802E-3
2.855E-9,2.378E-3
2.858E-9,3.133E-3
2.860E-9,3.353E-3
2.863E-9,3.154E-3
2.867E-9,2.629E-3
2.870E-9,1.882E-3
2.875E-9,1.159E-3
2.878E-9,785.3E-6
2.881E-9,493.5E-6
2.885E-9,185.6E-6
2.888E-9,-93.32E-6
2.893E-9,-520.7E-6
2.898E-9,-866.6E-6
2.900E-9,-739.6E-6
2.903E-9,-349.2E-6
2.907E-9,-21.69E-6
2.910E-9,160.9E-6
2.912E-9,285.8E-6
2.915E-9,412.3E-6
2.917E-9,556.2E-6
2.920E-9,805.3E-6
2.923E-9,1.122E-3
2.926E-9,2.205E-3
2.928E-9,3.662E-3
2.931E-9,4.782E-3
2.933E-9,5.235E-3
2.936E-9,5.172E-3
2.938E-9,4.891E-3
2.941E-9,4.621E-3
2.943E-9,4.546E-3
2.946E-9,5.021E-3
2.949E-9,5.751E-3
2.951E-9,6.247E-3
2.954E-9,6.135E-3
2.957E-9,5.624E-3
2.959E-9,4.902E-3
2.962E-9,3.884E-3
2.965E-9,2.935E-3
2.969E-9,1.974E-3
2.971E-9,1.448E-3
2.974E-9,940.0E-6
2.977E-9,503.8E-6
2.980E-9,-48.52E-6
2.983E-9,-441.1E-6
2.986E-9,-530.5E-6
2.989E-9,-376.6E-6
2.992E-9,-124.4E-6
2.995E-9,277.3E-6
2.998E-9,762.3E-6
3.000E-9,1.290E-3
3.003E-9,2.409E-3
3.007E-9,3.979E-3
3.009E-9,4.750E-3
3.012E-9,4.855E-3
3.016E-9,4.297E-3
3.020E-9,3.287E-3
3.022E-9,2.709E-3
3.025E-9,2.154E-3
3.028E-9,1.592E-3
3.031E-9,1.153E-3
3.035E-9,742.8E-6
3.039E-9,408.9E-6
3.045E-9,174.2E-6
3.051E-9,3.536E-6
3.059E-9,-203.0E-6
3.066E-9,-599.3E-6
3.072E-9,-885.0E-6
3.076E-9,-798.4E-6
3.080E-9,-474.1E-6
3.084E-9,36.88E-6
3.088E-9,588.8E-6
3.090E-9,1.041E-3
3.093E-9,1.585E-3
3.096E-9,2.284E-3
3.098E-9,3.327E-3
3.101E-9,4.528E-3
3.103E-9,5.194E-3
3.106E-9,5.251E-3
3.109E-9,4.733E-3
3.112E-9,3.890E-3
3.116E-9,2.795E-3
3.121E-9,1.745E-3
3.127E-9,978.2E-6
3.134E-9,512.0E-6
3.142E-9,382.0E-6
3.148E-9,591.1E-6
3.155E-9,1.739E-3
3.159E-9,3.270E-3
3.163E-9,4.553E-3
3.166E-9,4.649E-3
3.169E-9,4.083E-3
3.173E-9,3.153E-3
3.178E-9,2.042E-3
3.184E-9,1.127E-3
3.191E-9,470.7E-6
3.196E-9,194.9E-6
3.203E-9,-8.829E-6
3.206E-9,-87.71E-6
3.209E-9,-218.8E-6
3.212E-9,-418.9E-6
3.216E-9,-683.0E-6
3.219E-9,-842.4E-6
3.221E-9,-854.5E-6
3.225E-9,-719.3E-6
3.229E-9,-464.0E-6
3.231E-9,-232.7E-6
3.234E-9,-33.82E-6
3.237E-9,124.3E-6
3.239E-9,225.3E-6
3.242E-9,311.9E-6
3.244E-9,359.7E-6
3.247E-9,363.2E-6
3.250E-9,323.2E-6
3.253E-9,257.9E-6
3.257E-9,179.6E-6
3.262E-9,105.6E-6
3.268E-9,56.80E-6
3.274E-9,26.01E-6
3.283E-9,12.27E-6
3.295E-9,5.257E-6
3.313E-9,4.692E-6
3.345E-9,3.337E-6
3.408E-9,4.139E-6
3.516E-9,2.724E-6
3.714E-9,3.287E-6
4.077E-9,1.662E-6
4.538E-9,2.269E-6
5.000E-9,945.9E-9
5.000E-9,-6.726E-6
5.000E-9,-23.83E-6
5.000E-9,-56.53E-6
5.001E-9,-109.6E-6
5.001E-9,-165.6E-6
5.002E-9,-250.0E-6
5.004E-9,-353.6E-6
5.007E-9,-425.9E-6
5.011E-9,-448.7E-6
5.018E-9,-439.4E-6
5.028E-9,-491.2E-6
5.033E-9,-660.2E-6
5.040E-9,-1.439E-3
5.045E-9,-2.453E-3
5.050E-9,-3.614E-3
5.050E-9,-3.608E-3
5.050E-9,-3.593E-3
5.051E-9,-3.566E-3
5.051E-9,-3.557E-3
5.051E-9,-3.540E-3
5.052E-9,-3.507E-3
5.053E-9,-3.444E-3
5.055E-9,-3.301E-3
5.058E-9,-3.036E-3
5.061E-9,-2.769E-3
5.065E-9,-2.394E-3
5.068E-9,-1.754E-3
5.073E-9,-601.7E-6
5.077E-9,159.2E-6
5.081E-9,493.4E-6
5.086E-9,451.6E-6
5.091E-9,335.8E-6
5.095E-9,258.0E-6
5.100E-9,221.7E-6
5.100E-9,220.4E-6
5.100E-9,218.3E-6
5.101E-9,214.7E-6
5.101E-9,213.4E-6
5.101E-9,211.4E-6
5.102E-9,208.9E-6
5.104E-9,208.5E-6
5.107E-9,214.4E-6
5.113E-9,225.8E-6
5.120E-9,227.5E-6
5.128E-9,226.2E-6
5.138E-9,229.8E-6
5.151E-9,234.6E-6
5.168E-9,238.5E-6
5.185E-9,241.1E-6
5.201E-9,245.4E-6
5.216E-9,250.9E-6
5.234E-9,257.1E-6
5.258E-9,263.4E-6
5.295E-9,268.3E-6
5.350E-9,267.9E-6
5.419E-9,258.8E-6
5.511E-9,236.3E-6
5.631E-9,198.0E-6
5.796E-9,154.7E-6
6.018E-9,107.0E-6
6.204E-9,43.85E-6
6.420E-9,2.146E-6
6.504E-9,2.241E-6
6.673E-9,-1.089E-6
6.869E-9,921.9E-9
7.184E-9,-1.028E-6
7.500E-9,737.1E-9
7.500E-9,45.12E-6
7.501E-9,130.1E-6
7.501E-9,278.7E-6
7.502E-9,411.1E-6
7.504E-9,569.2E-6
7.508E-9,682.0E-6
7.514E-9,749.1E-6
7.522E-9,761.3E-6
7.526E-9,739.5E-6
7.529E-9,712.8E-6
7.533E-9,659.3E-6
7.536E-9,617.4E-6
7.539E-9,587.5E-6
7.542E-9,588.3E-6
7.543E-9,606.7E-6
7.545E-9,650.3E-6
7.547E-9,687.7E-6
7.548E-9,726.7E-6
7.550E-9,746.5E-6
7.550E-9,741.7E-6
7.550E-9,731.6E-6
7.550E-9,726.4E-6
7.550E-9,716.3E-6
7.550E-9,696.7E-6
7.551E-9,660.3E-6
7.551E-9,596.3E-6
7.552E-9,494.1E-6
7.554E-9,350.9E-6
7.557E-9,232.7E-6
7.560E-9,134.8E-6
7.564E-9,72.09E-6
7.569E-9,101.7E-6
7.572E-9,182.7E-6
7.576E-9,291.6E-6
7.580E-9,393.6E-6
7.584E-9,500.6E-6
7.590E-9,579.8E-6
7.596E-9,307.9E-6
7.601E-9,-924.8E-6
7.607E-9,-3.966E-3
7.612E-9,-7.546E-3
7.614E-9,-9.257E-3
7.618E-9,-11.29E-3
7.621E-9,-12.15E-3
7.624E-9,-10.72E-3
7.625E-9,-10.07E-3
7.627E-9,-8.774E-3
7.631E-9,-6.540E-3
7.636E-9,-4.117E-3
7.641E-9,-2.297E-3
7.647E-9,-1.061E-3
7.654E-9,-290.7E-6
7.660E-9,44.66E-6
7.666E-9,221.5E-6
7.670E-9,318.1E-6
7.673E-9,377.0E-6
7.677E-9,429.9E-6
7.681E-9,499.7E-6
7.686E-9,692.9E-6
7.692E-9,1.403E-3
7.697E-9,3.002E-3
7.701E-9,4.551E-3
7.704E-9,4.923E-3
7.707E-9,4.665E-3
7.709E-9,4.172E-3
7.712E-9,3.597E-3
7.714E-9,2.863E-3
7.718E-9,2.142E-3
7.721E-9,1.389E-3
7.726E-9,577.9E-6
7.728E-9,156.9E-6
7.731E-9,-217.2E-6
7.734E-9,-347.2E-6
7.736E-9,-246.1E-6
7.740E-9,-76.87E-6
7.743E-9,21.38E-6
7.746E-9,91.54E-6
7.751E-9,139.9E-6
7.757E-9,156.1E-6
7.765E-9,162.5E-6
7.774E-9,159.8E-6
7.788E-9,152.5E-6
7.809E-9,137.2E-6
7.849E-9,114.2E-6
7.929E-9,83.80E-6
8.064E-9,58.09E-6
8.235E-9,40.85E-6
8.459E-9,29.80E-6
8.757E-9,21.13E-6
9.171E-9,15.56E-6
9.585E-9,11.65E-6
10.00E-9,9.923E-6
10.00E-9,2.210E-6
10.00E-9,-14.52E-6
10.00E-9,-46.02E-6
10.00E-9,-89.96E-6
10.00E-9,-140.8E-6
10.00E-9,-216.3E-6
10.00E-9,-293.3E-6
10.01E-9,-336.8E-6
10.01E-9,-353.1E-6
10.02E-9,-356.3E-6
10.02E-9,-364.0E-6
10.03E-9,-400.4E-6
10.04E-9,-625.3E-6
10.05E-9,-1.233E-3
10.05E-9,-2.142E-3
10.05E-9,-2.128E-3
10.05E-9,-2.121E-3
10.05E-9,-2.110E-3
10.05E-9,-2.103E-3
10.05E-9,-2.102E-3
10.05E-9,-2.104E-3
10.05E-9,-2.111E-3
10.05E-9,-2.114E-3
10.05E-9,-2.116E-3
10.06E-9,-2.112E-3
10.06E-9,-2.077E-3
10.06E-9,-1.985E-3
10.06E-9,-1.753E-3
10.07E-9,-1.230E-3
10.07E-9,-204.9E-6
10.08E-9,572.5E-6
10.08E-9,970.2E-6
10.08E-9,944.1E-6
10.09E-9,746.0E-6
10.09E-9,599.5E-6
10.10E-9,450.0E-6
10.10E-9,445.7E-6
10.10E-9,443.5E-6
10.10E-9,438.9E-6
10.10E-9,428.6E-6
10.10E-9,406.6E-6
10.11E-9,366.1E-6
10.11E-9,310.0E-6
10.12E-9,271.7E-6
10.13E-9,234.3E-6
10.14E-9,196.4E-6
10.15E-9,185.8E-6
10.16E-9,188.4E-6
10.17E-9,193.9E-6
10.18E-9,204.8E-6
10.19E-9,219.3E-6
10.20E-9,232.3E-6
10.20E-9,232.1E-6
10.20E-9,231.4E-6
10.20E-9,230.8E-6
10.20E-9,231.9E-6
10.20E-9,233.2E-6
10.20E-9,236.7E-6
10.21E-9,244.8E-6
10.21E-9,259.4E-6
10.22E-9,275.2E-6
10.23E-9,281.0E-6
10.25E-9,280.3E-6
10.26E-9,277.3E-6
10.28E-9,276.1E-6
10.29E-9,276.6E-6
10.31E-9,277.6E-6
10.34E-9,278.5E-6
10.37E-9,277.8E-6
10.42E-9,271.8E-6
10.48E-9,256.6E-6
10.57E-9,227.6E-6
10.68E-9,187.0E-6
10.83E-9,149.6E-6
11.01E-9,109.6E-6
11.19E-9,47.50E-6
11.40E-9,2.904E-6
11.49E-9,2.275E-6
11.68E-9,-2.500E-6
11.87E-9,346.3E-9
12.25E-9,-2.425E-6
12.50E-9,76.68E-9
12.50E-9,43.18E-6
12.50E-9,125.5E-6
12.50E-9,269.2E-6
12.50E-9,397.2E-6
12.50E-9,550.6E-6
12.51E-9,662.4E-6
12.51E-9,731.0E-6
12.52E-9,746.4E-6
12.53E-9,729.4E-6
12.53E-9,709.7E-6
12.53E-9,668.7E-6
12.54E-9,632.9E-6
12.54E-9,600.8E-6
12.54E-9,607.9E-6
12.54E-9,649.2E-6
12.54E-9,692.7E-6
12.55E-9,721.5E-6
12.55E-9,729.5E-6
12.55E-9,727.7E-6
12.55E-9,723.2E-6
12.55E-9,718.8E-6
12.55E-9,709.0E-6
12.55E-9,703.9E-6
12.55E-9,694.1E-6
12.55E-9,675.1E-6
12.55E-9,666.0E-6
12.55E-9,648.2E-6
12.55E-9,615.0E-6
12.55E-9,556.1E-6
12.55E-9,461.2E-6
12.55E-9,327.8E-6
12.56E-9,217.9E-6
12.56E-9,130.4E-6
12.56E-9,71.32E-6
12.57E-9,88.07E-6
12.57E-9,160.1E-6
12.58E-9,251.1E-6
12.58E-9,345.7E-6
12.58E-9,441.6E-6
12.59E-9,535.8E-6
12.60E-9,416.9E-6
12.60E-9,-804.7E-6
12.61E-9,-3.420E-3
12.61E-9,-7.357E-3
12.61E-9,-8.709E-3
12.62E-9,-11.21E-3
12.62E-9,-14.14E-3
12.62E-9,-13.91E-3
12.63E-9,-11.18E-3
12.63E-9,-10.35E-3
12.63E-9,-8.764E-3
12.63E-9,-8.023E-3
12.63E-9,-6.660E-3
12.64E-9,-6.042E-3
12.64E-9,-4.930E-3
12.64E-9,-4.437E-3
12.64E-9,-3.564E-3
12.64E-9,-2.216E-3
12.65E-9,-790.7E-6
12.66E-9,-36.69E-6
12.67E-9,279.5E-6
12.69E-9,345.2E-6
12.71E-9,302.3E-6
12.74E-9,239.5E-6
12.78E-9,178.6E-6
12.85E-9,122.5E-6
12.94E-9,86.77E-6
13.06E-9,61.44E-6
13.22E-9,44.13E-6
13.45E-9,31.26E-6
13.75E-9,22.33E-6
14.16E-9,15.72E-6
14.58E-9,12.20E-6
15.00E-9,9.751E-6
15.00E-9,-22.11E-6
15.00E-9,-79.95E-6
15.00E-9,-167.8E-6
15.00E-9,-230.7E-6
15.00E-9,-295.8E-6
15.01E-9,-343.5E-6
15.01E-9,-364.0E-6
15.02E-9,-363.8E-6
15.03E-9,-372.5E-6
15.03E-9,-401.1E-6
15.04E-9,-482.2E-6
15.04E-9,-815.0E-6
15.05E-9,-1.357E-3
15.05E-9,-2.148E-3
15.05E-9,-2.141E-3
15.05E-9,-2.128E-3
15.05E-9,-2.108E-3
15.05E-9,-2.092E-3
15.05E-9,-2.088E-3
15.05E-9,-2.085E-3
15.05E-9,-2.088E-3
15.05E-9,-2.099E-3
15.06E-9,-2.077E-3
15.06E-9,-1.965E-3
15.06E-9,-1.679E-3
15.07E-9,-1.085E-3
15.07E-9,198.0E-6
15.08E-9,1.331E-3
15.08E-9,1.922E-3
15.08E-9,1.824E-3
15.09E-9,1.461E-3
15.09E-9,1.114E-3
15.10E-9,856.0E-6
15.10E-9,676.7E-6
15.10E-9,672.4E-6
15.10E-9,663.5E-6
15.10E-9,646.7E-6
15.10E-9,639.6E-6
15.10E-9,626.0E-6
15.10E-9,601.6E-6
15.10E-9,560.3E-6
15.11E-9,497.4E-6
15.11E-9,411.5E-6
15.12E-9,349.1E-6
15.13E-9,304.9E-6
15.14E-9,279.9E-6
15.15E-9,265.4E-6
15.17E-9,258.7E-6
15.19E-9,256.2E-6
15.20E-9,258.1E-6
15.22E-9,262.2E-6
15.23E-9,267.2E-6
15.26E-9,273.3E-6
15.30E-9,279.0E-6
15.35E-9,280.7E-6
15.42E-9,272.1E-6
15.52E-9,247.3E-6
15.64E-9,203.9E-6
15.81E-9,155.6E-6
16.03E-9,103.9E-6
16.22E-9,39.91E-6
16.43E-9,1.363E-6
16.52E-9,1.968E-6
16.69E-9,-1.328E-6
16.90E-9,962.6E-9
17.20E-9,-1.167E-6
17.50E-9,751.4E-9
17.50E-9,41.84E-6
17.50E-9,120.1E-6
17.50E-9,258.1E-6
17.50E-9,378.4E-6
17.50E-9,524.6E-6
17.51E-9,636.0E-6
17.51E-9,718.4E-6
17.52E-9,739.9E-6
17.53E-9,726.1E-6
17.53E-9,711.0E-6
17.53E-9,677.0E-6
17.54E-9,652.1E-6
17.54E-9,646.7E-6
17.54E-9,668.4E-6
17.54E-9,689.4E-6
17.55E-9,703.7E-6
17.55E-9,707.5E-6
17.55E-9,704.6E-6
17.55E-9,698.2E-6
17.55E-9,692.9E-6
17.55E-9,681.8E-6
17.55E-9,676.2E-6
17.55E-9,665.3E-6
17.55E-9,644.5E-6
17.55E-9,606.0E-6
17.55E-9,539.7E-6
17.55E-9,436.7E-6
17.55E-9,300.9E-6
17.56E-9,191.2E-6
17.56E-9,117.7E-6
17.56E-9,124.5E-6
17.57E-9,184.5E-6
17.57E-9,267.7E-6
17.57E-9,351.8E-6
17.58E-9,438.8E-6
17.58E-9,530.0E-6
17.59E-9,532.7E-6
17.60E-9,-286.9E-6
17.60E-9,-2.284E-3
17.61E-9,-6.004E-3
17.61E-9,-10.22E-3
17.61E-9,-11.48E-3
17.61E-9,-12.12E-3
17.61E-9,-12.45E-3
17.61E-9,-12.61E-3
17.61E-9,-12.92E-3
17.62E-9,-13.47E-3
17.62E-9,-13.91E-3
17.62E-9,-12.74E-3
17.62E-9,-10.53E-3
17.63E-9,-8.430E-3
17.63E-9,-6.144E-3
17.63E-9,-3.703E-3
17.64E-9,-1.968E-3
17.65E-9,-785.0E-6
17.65E-9,-83.59E-6
17.67E-9,270.7E-6
17.68E-9,354.2E-6
17.70E-9,311.6E-6
17.73E-9,248.9E-6
17.76E-9,188.2E-6
17.83E-9,128.3E-6
17.92E-9,91.05E-6
18.04E-9,64.32E-6
18.20E-9,46.34E-6
18.41E-9,32.79E-6
18.70E-9,23.48E-6
19.09E-9,16.51E-6
19.63E-9,11.88E-6
20.00E-9,9.746E-6
20.00E-9,-23.41E-6
20.00E-9,-83.66E-6
20.00E-9,-164.9E-6
20.00E-9,-225.0E-6
20.00E-9,-284.3E-6
20.01E-9,-321.0E-6
20.01E-9,-339.9E-6
20.02E-9,-346.0E-6
20.02E-9,-353.8E-6
20.03E-9,-378.1E-6
20.04E-9,-433.3E-6
20.04E-9,-726.1E-6
20.05E-9,-1.361E-3
20.05E-9,-2.163E-3
20.05E-9,-2.159E-3
20.05E-9,-2.151E-3
20.05E-9,-2.138E-3
20.05E-9,-2.126E-3
20.05E-9,-2.124E-3
20.05E-9,-2.122E-3
20.05E-9,-2.124E-3
20.05E-9,-2.127E-3
20.05E-9,-2.133E-3
20.05E-9,-2.139E-3
20.06E-9,-2.117E-3
20.06E-9,-2.042E-3
20.06E-9,-1.851E-3
20.07E-9,-1.408E-3
20.07E-9,-413.0E-6
20.07E-9,662.2E-6
20.08E-9,1.333E-3
20.08E-9,1.486E-3
20.09E-9,1.213E-3
20.09E-9,938.0E-6
20.10E-9,712.8E-6
20.10E-9,566.1E-6
20.10E-9,564.1E-6
20.10E-9,560.4E-6
20.10E-9,552.5E-6
20.10E-9,536.7E-6
20.10E-9,528.8E-6
20.10E-9,513.1E-6
20.10E-9,483.3E-6
20.11E-9,432.5E-6
20.11E-9,411.6E-6
20.11E-9,376.7E-6
20.12E-9,325.9E-6
20.12E-9,293.5E-6
20.13E-9,271.8E-6
20.14E-9,254.3E-6
20.14E-9,242.3E-6
20.15E-9,235.9E-6
20.16E-9,237.1E-6
20.17E-9,240.6E-6
20.18E-9,246.5E-6
20.19E-9,256.6E-6
20.20E-9,262.5E-6
20.20E-9,263.1E-6
20.20E-9,264.5E-6
20.20E-9,266.3E-6
20.20E-9,267.4E-6
20.21E-9,265.5E-6
20.21E-9,264.0E-6
20.21E-9,262.0E-6
20.22E-9,260.7E-6
20.23E-9,256.6E-6
20.24E-9,238.7E-6
20.25E-9,229.9E-6
20.26E-9,247.7E-6
20.27E-9,267.4E-6
20.28E-9,276.7E-6
20.29E-9,284.9E-6
20.31E-9,293.0E-6
20.33E-9,303.7E-6
20.35E-9,302.8E-6
20.37E-9,270.6E-6
20.39E-9,216.9E-6
20.39E-9,173.5E-6
20.40E-9,151.0E-6
20.40E-9,151.1E-6
20.40E-9,151.3E-6
20.40E-9,151.8E-6
20.40E-9,151.9E-6
20.40E-9,152.4E-6
20.40E-9,153.5E-6
20.40E-9,154.2E-6
20.41E-9,156.2E-6
20.41E-9,162.3E-6
20.41E-9,181.5E-6
20.42E-9,230.1E-6
20.44E-9,278.4E-6
20.45E-9,293.5E-6
20.47E-9,285.7E-6
20.49E-9,270.5E-6
20.52E-9,254.7E-6
20.55E-9,237.7E-6
20.60E-9,217.1E-6
20.68E-9,192.0E-6
20.77E-9,165.2E-6
20.90E-9,137.5E-6
21.06E-9,92.83E-6
21.27E-9,24.02E-6
21.49E-9,-435.8E-9
21.73E-9,1.003E-6
21.92E-9,-1.249E-6
22.22E-9,787.2E-9
22.50E-9,-1.085E-6
22.50E-9,49.65E-6
22.50E-9,144.2E-6
22.50E-9,305.2E-6
22.50E-9,467.5E-6
22.50E-9,675.7E-6
22.51E-9,843.0E-6
22.51E-9,939.1E-6
22.52E-9,1.025E-3
22.53E-9,1.021E-3
22.53E-9,949.9E-6
22.53E-9,754.4E-6
22.54E-9,527.4E-6
22.54E-9,312.8E-6
22.54E-9,117.8E-6
22.54E-9,-105.6E-6
22.54E-9,-320.1E-6
22.55E-9,-643.9E-6
22.55E-9,-1.060E-3
22.55E-9,-1.471E-3
22.55E-9,-1.990E-3
22.55E-9,-2.012E-3
22.55E-9,-2.056E-3
22.55E-9,-2.078E-3
22.55E-9,-2.123E-3
22.55E-9,-2.213E-3
22.55E-9,-2.259E-3
22.55E-9,-2.350E-3
22.55E-9,-2.533E-3
22.55E-9,-2.909E-3
22.55E-9,-3.687E-3
22.55E-9,-5.342E-3
22.56E-9,-7.407E-3
22.56E-9,-9.984E-3
22.56E-9,-13.15E-3
22.57E-9,-13.70E-3
22.57E-9,12.75E-3
22.58E-9,63.49E-3
22.58E-9,128.4E-3
22.59E-9,216.4E-3
22.59E-9,327.5E-3
22.60E-9,465.5E-3
22.61E-9,611.7E-3
22.61E-9,704.9E-3
22.62E-9,786.9E-3
22.62E-9,850.1E-3
22.62E-9,864.0E-3
22.62E-9,870.4E-3
22.63E-9,882.5E-3
22.63E-9,898.2E-3
22.63E-9,915.2E-3
22.63E-9,929.7E-3
22.64E-9,942.0E-3
22.64E-9,955.8E-3
22.65E-9,969.5E-3
22.65E-9,980.6E-3
22.66E-9,989.2E-3
22.67E-9,995.5E-3
22.68E-9,999.6E-3
22.70E-9,1.001
22.72E-9,1.001
22.75E-9,1.001
22.79E-9,1.001
22.87E-9,1.000
22.96E-9,1.000
23.09E-9,1.000
23.26E-9,1.000
23.49E-9,1.000
23.80E-9,1.000
24.23E-9,1.000
24.62E-9,1.000
25.00E-9,1.000
25.00E-9,1.000
25.00E-9,999.9E-3
25.00E-9,999.8E-3
25.00E-9,999.6E-3
25.00E-9,999.4E-3
25.01E-9,999.3E-3
25.01E-9,999.1E-3
25.02E-9,999.0E-3
25.03E-9,998.9E-3
25.03E-9,999.3E-3
25.04E-9,1.000
25.04E-9,1.002
25.05E-9,1.005
25.05E-9,1.007
25.05E-9,1.007
