time (s),v("/D3" ?result "tran") (V)
5.077E-9,-1.078E-3
5.081E-9,-781.3E-6
5.086E-9,-587.7E-6
5.091E-9,-446.5E-6
5.095E-9,-311.3E-6
5.100E-9,-177.0E-6
5.100E-9,-177.1E-6
5.100E-9,-176.7E-6
5.101E-9,-174.4E-6
5.101E-9,-172.5E-6
5.101E-9,-168.0E-6
5.102E-9,-155.9E-6
5.104E-9,-125.3E-6
5.107E-9,-60.62E-6
5.113E-9,38.72E-6
5.120E-9,101.6E-6
5.128E-9,139.0E-6
5.138E-9,161.5E-6
5.151E-9,180.2E-6
5.168E-9,199.9E-6
5.185E-9,216.7E-6
5.201E-9,229.6E-6
5.216E-9,239.0E-6
5.234E-9,247.7E-6
5.258E-9,255.9E-6
5.295E-9,262.6E-6
5.350E-9,263.8E-6
5.419E-9,255.9E-6
5.511E-9,234.5E-6
5.631E-9,197.1E-6
5.796E-9,154.4E-6
6.018E-9,107.0E-6
6.204E-9,44.03E-6
6.420E-9,2.399E-6
6.504E-9,2.528E-6
6.673E-9,-826.3E-9
6.869E-9,1.212E-6
7.184E-9,-763.7E-9
7.500E-9,1.029E-6
7.500E-9,44.12E-6
7.501E-9,126.4E-6
7.501E-9,270.5E-6
7.502E-9,401.5E-6
7.504E-9,560.5E-6
7.508E-9,676.5E-6
7.514E-9,743.2E-6
7.522E-9,747.7E-6
7.526E-9,723.8E-6
7.529E-9,701.6E-6
7.533E-9,666.3E-6
7.536E-9,636.4E-6
7.539E-9,615.9E-6
7.542E-9,630.6E-6
7.543E-9,656.7E-6
7.545E-9,687.8E-6
7.547E-9,711.2E-6
7.548E-9,726.0E-6
7.550E-9,729.5E-6
7.550E-9,724.7E-6
7.550E-9,714.5E-6
7.550E-9,709.4E-6
7.550E-9,699.5E-6
7.550E-9,680.4E-6
7.551E-9,644.3E-6
7.551E-9,579.7E-6
7.552E-9,474.1E-6
7.554E-9,324.7E-6
7.557E-9,206.5E-6
7.560E-9,115.6E-6
7.564E-9,62.99E-6
7.569E-9,102.0E-6
7.572E-9,187.1E-6
7.576E-9,294.8E-6
7.580E-9,393.4E-6
7.584E-9,497.9E-6
7.590E-9,577.6E-6
7.596E-9,313.6E-6
7.601E-9,-895.3E-6
7.607E-9,-3.906E-3
7.612E-9,-7.377E-3
7.614E-9,-8.972E-3
7.618E-9,-10.40E-3
7.621E-9,-10.22E-3
7.624E-9,-8.836E-3
7.625E-9,-8.285E-3
7.627E-9,-7.198E-3
7.631E-9,-5.319E-3
7.636E-9,-3.280E-3
7.641E-9,-1.754E-3
7.647E-9,-731.3E-6
7.654E-9,-112.9E-6
7.660E-9,139.9E-6
7.666E-9,273.3E-6
7.670E-9,351.7E-6
7.673E-9,387.9E-6
7.677E-9,412.5E-6
7.681E-9,444.9E-6
7.686E-9,527.4E-6
7.692E-9,843.3E-6
7.697E-9,1.631E-3
7.701E-9,3.138E-3
7.704E-9,4.407E-3
7.707E-9,4.904E-3
7.709E-9,4.821E-3
7.712E-9,4.426E-3
7.714E-9,3.737E-3
7.718E-9,2.927E-3
7.721E-9,2.021E-3
7.726E-9,1.013E-3
7.728E-9,500.2E-6
7.731E-9,36.07E-6
7.734E-9,-158.4E-6
7.736E-9,-105.9E-6
7.740E-9,22.81E-6
7.743E-9,94.30E-6
7.746E-9,144.1E-6
7.751E-9,172.2E-6
7.757E-9,175.6E-6
7.765E-9,172.2E-6
7.774E-9,164.2E-6
7.788E-9,153.4E-6
7.809E-9,137.5E-6
7.849E-9,113.9E-6
7.929E-9,83.85E-6
8.064E-9,57.69E-6
8.235E-9,40.75E-6
8.459E-9,29.31E-6
8.757E-9,20.95E-6
9.171E-9,15.01E-6
9.585E-9,11.43E-6
10.00E-9,9.363E-6
10.00E-9,2.820E-6
10.00E-9,-10.63E-6
10.00E-9,-34.18E-6
10.00E-9,-71.08E-6
10.00E-9,-112.7E-6
10.00E-9,-180.3E-6
10.00E-9,-256.0E-6
10.01E-9,-306.8E-6
10.01E-9,-333.1E-6
10.02E-9,-346.1E-6
10.02E-9,-360.5E-6
10.03E-9,-408.6E-6
10.04E-9,-648.5E-6
10.05E-9,-1.267E-3
10.05E-9,-2.196E-3
10.05E-9,-2.184E-3
10.05E-9,-2.183E-3
10.05E-9,-2.179E-3
10.05E-9,-2.179E-3
10.05E-9,-2.179E-3
10.05E-9,-2.182E-3
10.05E-9,-2.187E-3
10.05E-9,-2.188E-3
10.05E-9,-2.186E-3
10.06E-9,-2.167E-3
10.06E-9,-2.119E-3
10.06E-9,-2.062E-3
10.06E-9,-1.949E-3
10.07E-9,-1.682E-3
10.07E-9,-1.128E-3
10.08E-9,-672.7E-6
10.08E-9,-381.0E-6
10.08E-9,-257.7E-6
10.09E-9,-179.2E-6
10.09E-9,-118.9E-6
10.10E-9,-8.353E-6
10.10E-9,9.739E-6
10.10E-9,18.69E-6
10.10E-9,34.76E-6
10.10E-9,60.47E-6
10.10E-9,91.99E-6
10.11E-9,126.2E-6
10.11E-9,153.7E-6
10.12E-9,169.1E-6
10.13E-9,183.2E-6
10.14E-9,194.0E-6
10.15E-9,196.7E-6
10.16E-9,200.0E-6
10.17E-9,207.4E-6
10.18E-9,216.6E-6
10.19E-9,224.5E-6
10.20E-9,232.2E-6
10.20E-9,229.8E-6
10.20E-9,224.9E-6
10.20E-9,217.5E-6
10.20E-9,210.3E-6
10.20E-9,209.2E-6
10.20E-9,209.8E-6
10.21E-9,215.2E-6
10.21E-9,228.1E-6
10.22E-9,242.6E-6
10.23E-9,249.9E-6
10.25E-9,255.8E-6
10.26E-9,261.3E-6
10.28E-9,266.1E-6
10.29E-9,269.7E-6
10.31E-9,272.6E-6
10.34E-9,274.7E-6
10.37E-9,274.7E-6
10.42E-9,269.6E-6
10.48E-9,255.2E-6
10.57E-9,227.1E-6
10.68E-9,187.3E-6
10.83E-9,150.4E-6
11.01E-9,110.5E-6
11.19E-9,48.72E-6
11.40E-9,4.301E-6
11.49E-9,3.693E-6
11.68E-9,-1.082E-6
11.87E-9,1.774E-6
12.25E-9,-1.007E-6
12.50E-9,1.507E-6
12.50E-9,44.46E-6
12.50E-9,126.3E-6
12.50E-9,258.9E-6
12.50E-9,386.1E-6
12.50E-9,541.7E-6
12.51E-9,658.8E-6
12.51E-9,730.0E-6
12.52E-9,742.9E-6
12.53E-9,726.4E-6
12.53E-9,713.0E-6
12.53E-9,691.1E-6
12.54E-9,678.7E-6
12.54E-9,666.4E-6
12.54E-9,663.6E-6
12.54E-9,667.7E-6
12.54E-9,674.3E-6
12.55E-9,679.9E-6
12.55E-9,681.8E-6
12.55E-9,681.1E-6
12.55E-9,679.3E-6
12.55E-9,675.1E-6
12.55E-9,665.9E-6
12.55E-9,661.3E-6
12.55E-9,652.4E-6
12.55E-9,635.2E-6
12.55E-9,626.8E-6
12.55E-9,610.6E-6
12.55E-9,579.9E-6
12.55E-9,524.6E-6
12.55E-9,433.4E-6
12.55E-9,303.2E-6
12.56E-9,197.0E-6
12.56E-9,115.6E-6
12.56E-9,63.42E-6
12.57E-9,85.84E-6
12.57E-9,160.3E-6
12.58E-9,252.0E-6
12.58E-9,346.3E-6
12.58E-9,441.9E-6
12.59E-9,536.1E-6
12.60E-9,420.6E-6
12.60E-9,-765.2E-6
12.61E-9,-3.368E-3
12.61E-9,-7.223E-3
12.61E-9,-8.533E-3
12.62E-9,-10.83E-3
12.62E-9,-12.68E-3
12.62E-9,-11.98E-3
12.63E-9,-9.528E-3
12.63E-9,-8.798E-3
12.63E-9,-7.411E-3
12.63E-9,-6.766E-3
12.63E-9,-5.580E-3
12.64E-9,-5.044E-3
12.64E-9,-4.080E-3
12.64E-9,-3.653E-3
12.64E-9,-2.899E-3
12.64E-9,-1.742E-3
12.65E-9,-531.8E-6
12.66E-9,87.76E-6
12.67E-9,331.3E-6
12.69E-9,356.6E-6
12.71E-9,302.8E-6
12.74E-9,238.8E-6
12.78E-9,178.5E-6
12.85E-9,122.4E-6
12.94E-9,86.89E-6
13.06E-9,61.47E-6
13.22E-9,44.26E-6
13.45E-9,31.30E-6
13.75E-9,22.45E-6
14.16E-9,15.75E-6
14.58E-9,12.32E-6
15.00E-9,9.776E-6
15.00E-9,-11.71E-6
15.00E-9,-49.08E-6
15.00E-9,-103.2E-6
15.00E-9,-146.7E-6
15.00E-9,-198.7E-6
15.01E-9,-251.3E-6
15.01E-9,-298.0E-6
15.02E-9,-329.0E-6
15.03E-9,-364.8E-6
15.03E-9,-417.8E-6
15.04E-9,-515.4E-6
15.04E-9,-860.0E-6
15.05E-9,-1.407E-3
15.05E-9,-2.211E-3
15.05E-9,-2.207E-3
15.05E-9,-2.197E-3
15.05E-9,-2.182E-3
15.05E-9,-2.169E-3
15.05E-9,-2.166E-3
15.05E-9,-2.163E-3
15.05E-9,-2.161E-3
15.05E-9,-2.156E-3
15.06E-9,-2.108E-3
15.06E-9,-2.000E-3
15.06E-9,-1.791E-3
15.07E-9,-1.373E-3
15.07E-9,-495.2E-6
15.08E-9,257.7E-6
15.08E-9,638.5E-6
15.08E-9,621.6E-6
15.09E-9,476.6E-6
15.09E-9,357.1E-6
15.10E-9,280.6E-6
15.10E-9,244.8E-6
15.10E-9,241.5E-6
15.10E-9,234.9E-6
15.10E-9,223.2E-6
15.10E-9,218.6E-6
15.10E-9,210.5E-6
15.10E-9,198.1E-6
15.10E-9,184.1E-6
15.11E-9,180.1E-6
15.11E-9,198.4E-6
15.12E-9,215.5E-6
15.13E-9,220.9E-6
15.14E-9,219.9E-6
15.15E-9,219.5E-6
15.17E-9,225.2E-6
15.19E-9,234.3E-6
15.20E-9,243.2E-6
15.22E-9,250.5E-6
15.23E-9,258.0E-6
15.26E-9,265.9E-6
15.30E-9,273.5E-6
15.35E-9,276.7E-6
15.42E-9,269.5E-6
15.52E-9,245.7E-6
15.64E-9,203.3E-6
15.81E-9,155.6E-6
16.03E-9,104.1E-6
16.22E-9,40.31E-6
16.43E-9,1.879E-6
16.52E-9,2.484E-6
16.69E-9,-805.7E-9
16.90E-9,1.483E-6
17.20E-9,-644.3E-9
17.50E-9,1.273E-6
17.50E-9,45.15E-6
17.50E-9,129.3E-6
17.50E-9,275.1E-6
17.50E-9,413.0E-6
17.50E-9,583.7E-6
17.51E-9,706.4E-6
17.51E-9,774.2E-6
17.52E-9,774.4E-6
17.53E-9,740.1E-6
17.53E-9,699.1E-6
17.53E-9,619.4E-6
17.54E-9,540.2E-6
17.54E-9,441.2E-6
17.54E-9,395.8E-6
17.54E-9,410.0E-6
17.55E-9,469.7E-6
17.55E-9,535.7E-6
17.55E-9,601.3E-6
17.55E-9,657.7E-6
17.55E-9,653.8E-6
17.55E-9,645.6E-6
17.55E-9,641.5E-6
17.55E-9,633.6E-6
17.55E-9,618.4E-6
17.55E-9,590.0E-6
17.55E-9,539.8E-6
17.55E-9,460.0E-6
17.55E-9,354.2E-6
17.56E-9,269.2E-6
17.56E-9,208.5E-6
17.56E-9,209.8E-6
17.57E-9,256.8E-6
17.57E-9,323.8E-6
17.57E-9,392.9E-6
17.58E-9,466.4E-6
17.58E-9,545.6E-6
17.59E-9,541.5E-6
17.60E-9,-270.5E-6
17.60E-9,-2.238E-3
17.61E-9,-5.900E-3
17.61E-9,-9.948E-3
17.61E-9,-11.02E-3
17.61E-9,-11.48E-3
17.61E-9,-11.69E-3
17.61E-9,-11.78E-3
17.61E-9,-11.95E-3
17.62E-9,-12.19E-3
17.62E-9,-12.15E-3
17.62E-9,-10.84E-3
17.62E-9,-8.883E-3
17.63E-9,-7.060E-3
17.63E-9,-5.085E-3
17.63E-9,-2.987E-3
17.64E-9,-1.507E-3
17.65E-9,-512.1E-6
17.65E-9,59.63E-6
17.67E-9,328.1E-6
17.68E-9,368.1E-6
17.70E-9,313.6E-6
17.73E-9,249.0E-6
17.76E-9,188.5E-6
17.83E-9,128.5E-6
17.92E-9,91.28E-6
18.04E-9,64.49E-6
18.20E-9,46.48E-6
18.41E-9,32.88E-6
18.70E-9,23.57E-6
19.09E-9,16.57E-6
19.63E-9,11.94E-6
20.00E-9,9.794E-6
20.00E-9,-28.29E-6
20.00E-9,-99.47E-6
20.00E-9,-208.6E-6
20.00E-9,-298.1E-6
20.00E-9,-392.5E-6
20.01E-9,-448.9E-6
20.01E-9,-453.6E-6
20.02E-9,-427.4E-6
20.02E-9,-411.8E-6
20.03E-9,-422.7E-6
20.04E-9,-462.4E-6
20.04E-9,-720.7E-6
20.05E-9,-1.338E-3
20.05E-9,-2.151E-3
20.05E-9,-2.148E-3
20.05E-9,-2.142E-3
20.05E-9,-2.131E-3
20.05E-9,-2.122E-3
20.05E-9,-2.119E-3
20.05E-9,-2.116E-3
20.05E-9,-2.113E-3
20.05E-9,-2.114E-3
20.05E-9,-2.114E-3
20.05E-9,-2.109E-3
20.06E-9,-2.079E-3
20.06E-9,-2.023E-3
20.06E-9,-1.912E-3
20.07E-9,-1.651E-3
20.07E-9,-1.046E-3
20.07E-9,-382.2E-6
20.08E-9,43.01E-6
20.08E-9,182.1E-6
20.09E-9,142.0E-6
20.09E-9,99.22E-6
20.10E-9,91.98E-6
20.10E-9,110.8E-6
20.10E-9,114.2E-6
20.10E-9,121.5E-6
20.10E-9,134.4E-6
20.10E-9,153.8E-6
20.10E-9,156.1E-6
20.10E-9,167.3E-6
20.10E-9,180.8E-6
20.11E-9,190.0E-6
20.11E-9,190.2E-6
20.11E-9,189.6E-6
20.12E-9,188.3E-6
20.12E-9,188.3E-6
20.13E-9,189.5E-6
20.14E-9,192.3E-6
20.14E-9,195.8E-6
20.15E-9,202.0E-6
20.16E-9,210.6E-6
20.17E-9,220.3E-6
20.18E-9,229.4E-6
20.19E-9,238.5E-6
20.20E-9,244.4E-6
20.20E-9,247.2E-6
20.20E-9,252.8E-6
20.20E-9,261.1E-6
20.20E-9,269.6E-6
20.21E-9,271.9E-6
20.21E-9,269.6E-6
20.21E-9,265.2E-6
20.22E-9,259.2E-6
20.23E-9,256.3E-6
20.24E-9,257.5E-6
20.25E-9,260.4E-6
20.26E-9,265.2E-6
20.27E-9,269.1E-6
20.28E-9,271.6E-6
20.29E-9,273.9E-6
20.31E-9,275.3E-6
20.33E-9,274.6E-6
20.35E-9,269.0E-6
20.37E-9,264.7E-6
20.39E-9,266.2E-6
20.39E-9,266.5E-6
20.40E-9,268.0E-6
20.40E-9,268.2E-6
20.40E-9,268.5E-6
20.40E-9,268.9E-6
20.40E-9,269.1E-6
20.40E-9,269.4E-6
20.40E-9,269.8E-6
20.40E-9,270.0E-6
20.41E-9,270.2E-6
20.41E-9,270.6E-6
20.41E-9,271.4E-6
20.42E-9,272.4E-6
20.44E-9,271.4E-6
20.45E-9,267.7E-6
20.47E-9,262.6E-6
20.49E-9,255.5E-6
20.52E-9,246.2E-6
20.55E-9,232.9E-6
20.60E-9,214.4E-6
20.68E-9,190.4E-6
20.77E-9,164.3E-6
20.90E-9,137.1E-6
21.06E-9,92.53E-6
21.27E-9,23.77E-6
21.49E-9,-651.1E-9
21.73E-9,811.5E-9
21.92E-9,-1.428E-6
22.22E-9,618.1E-9
22.50E-9,-1.244E-6
22.50E-9,43.25E-6
22.50E-9,128.0E-6
22.50E-9,256.4E-6
22.50E-9,384.3E-6
22.50E-9,540.2E-6
22.51E-9,663.7E-6
22.51E-9,732.2E-6
22.52E-9,740.4E-6
22.53E-9,720.5E-6
22.53E-9,706.7E-6
22.53E-9,686.5E-6
22.54E-9,676.1E-6
22.54E-9,671.4E-6
22.54E-9,668.4E-6
22.54E-9,664.7E-6
22.54E-9,661.0E-6
22.55E-9,654.3E-6
22.55E-9,649.1E-6
22.55E-9,648.8E-6
22.55E-9,652.4E-6
22.55E-9,647.6E-6
22.55E-9,637.5E-6
22.55E-9,632.5E-6
22.55E-9,622.8E-6
22.55E-9,604.0E-6
22.55E-9,595.0E-6
22.55E-9,577.6E-6
22.55E-9,545.2E-6
22.55E-9,488.1E-6
22.55E-9,398.3E-6
22.55E-9,276.2E-6
22.56E-9,189.1E-6
22.56E-9,121.2E-6
22.56E-9,67.16E-6
22.57E-9,35.01E-6
22.57E-9,93.94E-6
22.58E-9,202.7E-6
22.58E-9,318.1E-6
22.59E-9,430.7E-6
22.59E-9,523.9E-6
22.60E-9,510.0E-6
22.61E-9,-390.7E-6
22.61E-9,-2.488E-3
22.62E-9,-6.160E-3
22.62E-9,-10.14E-3
22.62E-9,-11.04E-3
22.62E-9,-11.40E-3
22.63E-9,-11.83E-3
22.63E-9,-11.51E-3
22.63E-9,-9.918E-3
22.63E-9,-7.946E-3
22.64E-9,-6.154E-3
22.64E-9,-4.181E-3
22.65E-9,-2.354E-3
22.65E-9,-1.065E-3
22.66E-9,-252.5E-6
22.67E-9,195.0E-6
22.68E-9,365.7E-6
22.70E-9,355.9E-6
22.72E-9,294.6E-6
22.75E-9,230.4E-6
22.79E-9,170.1E-6
22.87E-9,117.3E-6
22.96E-9,83.10E-6
23.09E-9,58.97E-6
23.26E-9,42.29E-6
23.49E-9,30.00E-6
23.80E-9,21.40E-6
24.23E-9,15.12E-6
24.62E-9,12.05E-6
25.00E-9,9.872E-6
25.00E-9,-9.396E-6
25.00E-9,-43.64E-6
25.00E-9,-94.98E-6
25.00E-9,-137.8E-6
25.00E-9,-191.3E-6
25.01E-9,-247.0E-6
25.01E-9,-294.7E-6
25.02E-9,-329.8E-6
25.03E-9,-363.9E-6
25.03E-9,-408.1E-6
25.04E-9,-474.7E-6
25.04E-9,-741.1E-6
25.05E-9,-1.302E-3
25.05E-9,-2.209E-3
25.05E-9,-2.206E-3
