time (s),v("/A0" ?result "tran") (V)
72.55E-9,0.000
72.55E-9,0.000
72.55E-9,0.000
72.55E-9,0.000
72.55E-9,0.000
72.55E-9,0.000
72.55E-9,0.000
72.55E-9,0.000
72.55E-9,0.000
72.56E-9,0.000
72.56E-9,0.000
72.56E-9,0.000
72.57E-9,0.000
72.57E-9,0.000
72.58E-9,0.000
72.58E-9,0.000
72.58E-9,0.000
72.59E-9,0.000
72.60E-9,0.000
72.60E-9,0.000
72.61E-9,0.000
72.61E-9,0.000
72.62E-9,0.000
72.62E-9,0.000
72.62E-9,0.000
72.62E-9,0.000
72.62E-9,0.000
72.63E-9,0.000
72.63E-9,0.000
72.63E-9,0.000
72.64E-9,0.000
72.64E-9,0.000
72.65E-9,0.000
72.66E-9,0.000
72.67E-9,0.000
72.68E-9,0.000
72.70E-9,0.000
72.72E-9,0.000
72.75E-9,0.000
72.81E-9,0.000
72.89E-9,0.000
72.99E-9,0.000
73.13E-9,0.000
73.32E-9,0.000
73.57E-9,0.000
73.92E-9,0.000
74.39E-9,0.000
75.00E-9,0.000
75.00E-9,1.953E-3
75.00E-9,5.859E-3
75.00E-9,13.67E-3
75.00E-9,22.82E-3
75.00E-9,38.31E-3
75.01E-9,64.82E-3
75.01E-9,108.5E-3
75.02E-9,172.5E-3
75.03E-9,269.3E-3
75.03E-9,318.6E-3
75.04E-9,368.2E-3
75.04E-9,419.4E-3
75.05E-9,459.7E-3
75.05E-9,500.0E-3
75.05E-9,501.0E-3
75.05E-9,502.9E-3
75.05E-9,506.7E-3
75.05E-9,508.1E-3
75.05E-9,510.8E-3
75.05E-9,516.4E-3
75.05E-9,527.5E-3
75.05E-9,533.0E-3
75.05E-9,544.1E-3
75.06E-9,566.3E-3
75.06E-9,604.7E-3
75.06E-9,635.4E-3
75.07E-9,668.0E-3
75.07E-9,706.4E-3
75.07E-9,748.4E-3
75.08E-9,786.1E-3
75.08E-9,831.9E-3
75.09E-9,888.9E-3
75.09E-9,931.9E-3
75.10E-9,965.9E-3
75.10E-9,1.000
75.10E-9,1.000
75.10E-9,1.000
75.10E-9,1.000
75.10E-9,1.000
75.10E-9,1.000
75.10E-9,1.000
75.10E-9,1.000
75.11E-9,1.000
75.11E-9,1.000
75.12E-9,1.000
75.13E-9,1.000
75.14E-9,1.000
75.15E-9,1.000
75.16E-9,1.000
75.18E-9,1.000
75.20E-9,1.000
75.21E-9,1.000
75.23E-9,1.000
75.25E-9,1.000
75.29E-9,1.000
75.34E-9,1.000
75.40E-9,1.000
75.49E-9,1.000
75.60E-9,1.000
75.76E-9,1.000
75.97E-9,1.000
76.15E-9,1.000
76.37E-9,1.000
76.65E-9,1.000
76.85E-9,1.000
77.08E-9,1.000
77.50E-9,1.000
77.50E-9,1.000
77.50E-9,1.000
77.50E-9,1.000
77.50E-9,1.000
77.50E-9,1.000
77.51E-9,1.000
77.51E-9,1.000
77.52E-9,1.000
77.53E-9,1.000
77.53E-9,1.000
77.53E-9,1.000
77.54E-9,1.000
77.54E-9,1.000
77.54E-9,1.000
77.54E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.55E-9,1.000
77.56E-9,1.000
77.56E-9,1.000
77.57E-9,1.000
77.57E-9,1.000
77.57E-9,1.000
77.58E-9,1.000
77.58E-9,1.000
77.59E-9,1.000
77.59E-9,1.000
77.60E-9,1.000
77.60E-9,1.000
77.61E-9,1.000
77.62E-9,1.000
77.62E-9,1.000
77.62E-9,1.000
77.62E-9,1.000
77.62E-9,1.000
77.63E-9,1.000
77.63E-9,1.000
77.63E-9,1.000
77.64E-9,1.000
77.64E-9,1.000
77.65E-9,1.000
77.66E-9,1.000
77.67E-9,1.000
77.69E-9,1.000
77.71E-9,1.000
77.73E-9,1.000
77.77E-9,1.000
77.84E-9,1.000
77.93E-9,1.000
78.05E-9,1.000
78.21E-9,1.000
78.43E-9,1.000
78.73E-9,1.000
79.13E-9,1.000
79.57E-9,1.000
80.00E-9,1.000
80.00E-9,998.0E-3
80.00E-9,994.1E-3
80.00E-9,986.3E-3
80.00E-9,977.0E-3
80.00E-9,961.1E-3
80.01E-9,936.7E-3
80.01E-9,897.0E-3
80.02E-9,847.6E-3
80.02E-9,780.2E-3
80.03E-9,698.0E-3
80.04E-9,647.8E-3
80.04E-9,588.8E-3
80.05E-9,541.4E-3
80.05E-9,500.0E-3
80.05E-9,499.3E-3
80.05E-9,497.9E-3
80.05E-9,495.2E-3
80.05E-9,494.1E-3
80.05E-9,491.9E-3
80.05E-9,487.5E-3
80.05E-9,478.7E-3
80.05E-9,474.3E-3
80.05E-9,465.4E-3
80.06E-9,447.8E-3
80.06E-9,419.3E-3
80.06E-9,385.2E-3
80.06E-9,356.0E-3
80.07E-9,324.5E-3
80.07E-9,277.5E-3
80.08E-9,243.2E-3
80.08E-9,205.3E-3
80.08E-9,161.8E-3
80.09E-9,107.1E-3
80.09E-9,67.62E-3
80.10E-9,57.29E-15
80.10E-9,0.000
80.10E-9,0.000
80.10E-9,0.000
80.10E-9,0.000
80.10E-9,0.000
80.11E-9,0.000
80.11E-9,0.000
80.12E-9,0.000
80.13E-9,0.000
80.14E-9,0.000
80.15E-9,0.000
80.16E-9,0.000
80.16E-9,0.000
80.18E-9,0.000
80.19E-9,0.000
80.19E-9,0.000
80.20E-9,0.000
80.20E-9,0.000
80.20E-9,0.000
80.20E-9,0.000
80.20E-9,0.000
80.20E-9,0.000
80.21E-9,0.000
80.21E-9,0.000
80.22E-9,0.000
80.23E-9,0.000
80.23E-9,0.000
80.24E-9,0.000
80.26E-9,0.000
80.27E-9,0.000
80.28E-9,0.000
80.30E-9,0.000
80.32E-9,0.000
80.34E-9,0.000
80.36E-9,0.000
80.37E-9,0.000
80.39E-9,0.000
80.40E-9,0.000
80.40E-9,0.000
80.40E-9,0.000
80.40E-9,0.000
80.40E-9,0.000
80.41E-9,0.000
80.42E-9,0.000
80.43E-9,0.000
80.45E-9,0.000
80.48E-9,0.000
80.51E-9,0.000
80.55E-9,0.000
80.62E-9,0.000
80.70E-9,0.000
80.82E-9,0.000
80.97E-9,0.000
81.15E-9,0.000
81.35E-9,0.000
81.42E-9,0.000
81.58E-9,0.000
81.74E-9,0.000
82.05E-9,0.000
82.50E-9,0.000
82.50E-9,0.000
82.50E-9,0.000
82.50E-9,0.000
82.50E-9,0.000
82.50E-9,0.000
82.51E-9,0.000
82.51E-9,0.000
82.52E-9,0.000
82.53E-9,0.000
82.53E-9,0.000
82.53E-9,0.000
82.54E-9,0.000
82.54E-9,0.000
82.54E-9,0.000
82.54E-9,0.000
82.54E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.55E-9,0.000
82.56E-9,0.000
82.56E-9,0.000
82.56E-9,0.000
82.56E-9,0.000
82.57E-9,0.000
82.57E-9,0.000
82.58E-9,0.000
82.58E-9,0.000
82.59E-9,0.000
82.59E-9,0.000
82.60E-9,0.000
82.60E-9,0.000
82.61E-9,0.000
82.62E-9,0.000
82.62E-9,0.000
82.62E-9,0.000
82.63E-9,0.000
82.63E-9,0.000
82.63E-9,0.000
82.63E-9,0.000
82.64E-9,0.000
82.64E-9,0.000
82.64E-9,0.000
82.65E-9,0.000
82.66E-9,0.000
82.66E-9,0.000
82.67E-9,0.000
82.69E-9,0.000
82.71E-9,0.000
82.73E-9,0.000
82.76E-9,0.000
82.82E-9,0.000
82.90E-9,0.000
83.01E-9,0.000
83.16E-9,0.000
83.35E-9,0.000
83.62E-9,0.000
83.98E-9,0.000
84.47E-9,0.000
85.00E-9,0.000
85.00E-9,1.953E-3
85.00E-9,5.859E-3
85.00E-9,13.67E-3
85.00E-9,22.82E-3
85.00E-9,38.31E-3
85.01E-9,64.96E-3
85.01E-9,108.7E-3
85.02E-9,173.3E-3
85.03E-9,269.0E-3
85.03E-9,318.3E-3
85.04E-9,367.9E-3
85.04E-9,419.2E-3
85.05E-9,459.6E-3
85.05E-9,500.0E-3
85.05E-9,500.8E-3
85.05E-9,502.4E-3
85.05E-9,505.5E-3
85.05E-9,506.7E-3
85.05E-9,509.1E-3
85.05E-9,513.9E-3
85.05E-9,523.5E-3
85.05E-9,542.7E-3
85.06E-9,579.7E-3
85.06E-9,611.2E-3
85.06E-9,644.6E-3
85.07E-9,679.9E-3
85.07E-9,729.7E-3
85.08E-9,767.0E-3
85.08E-9,809.7E-3
85.09E-9,860.7E-3
85.09E-9,911.0E-3
85.10E-9,953.3E-3
85.10E-9,1.000
85.10E-9,1.000
85.10E-9,1.000
85.10E-9,1.000
85.10E-9,1.000
85.10E-9,1.000
85.10E-9,1.000
85.10E-9,1.000
85.11E-9,1.000
85.11E-9,1.000
85.12E-9,1.000
85.13E-9,1.000
85.14E-9,1.000
85.15E-9,1.000
85.17E-9,1.000
85.19E-9,1.000
85.20E-9,1.000
85.22E-9,1.000
85.23E-9,1.000
85.26E-9,1.000
85.30E-9,1.000
85.35E-9,1.000
85.42E-9,1.000
85.51E-9,1.000
85.64E-9,1.000
85.80E-9,1.000
86.02E-9,1.000
86.21E-9,1.000
86.42E-9,1.000
86.51E-9,1.000
86.68E-9,1.000
86.88E-9,1.000
87.19E-9,1.000
87.50E-9,1.000
87.50E-9,1.000
87.50E-9,1.000
87.50E-9,1.000
87.50E-9,1.000
87.50E-9,1.000
87.51E-9,1.000
87.51E-9,1.000
87.52E-9,1.000
87.53E-9,1.000
87.53E-9,1.000
87.53E-9,1.000
87.54E-9,1.000
87.54E-9,1.000
87.54E-9,1.000
87.54E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.55E-9,1.000
87.56E-9,1.000
87.56E-9,1.000
87.56E-9,1.000
87.57E-9,1.000
87.57E-9,1.000
87.58E-9,1.000
87.58E-9,1.000
87.58E-9,1.000
87.59E-9,1.000
87.60E-9,1.000
87.60E-9,1.000
87.61E-9,1.000
87.61E-9,1.000
87.61E-9,1.000
87.62E-9,1.000
87.62E-9,1.000
87.62E-9,1.000
87.63E-9,1.000
87.63E-9,1.000
87.63E-9,1.000
87.64E-9,1.000
87.64E-9,1.000
87.65E-9,1.000
87.65E-9,1.000
87.66E-9,1.000
87.67E-9,1.000
87.69E-9,1.000
87.71E-9,1.000
87.74E-9,1.000
87.79E-9,1.000
87.86E-9,1.000
87.96E-9,1.000
88.09E-9,1.000
88.26E-9,1.000
88.50E-9,1.000
88.82E-9,1.000
89.26E-9,1.000
89.63E-9,1.000
90.00E-9,1.000
90.00E-9,998.0E-3
90.00E-9,994.1E-3
90.00E-9,986.3E-3
90.00E-9,977.1E-3
90.00E-9,961.2E-3
90.01E-9,936.1E-3
90.01E-9,895.9E-3
90.02E-9,843.7E-3
90.02E-9,769.2E-3
90.03E-9,682.1E-3
90.04E-9,627.8E-3
90.04E-9,570.9E-3
90.05E-9,535.5E-3
90.05E-9,500.0E-3
90.05E-9,499.3E-3
90.05E-9,497.8E-3
90.05E-9,494.8E-3
90.05E-9,493.7E-3
90.05E-9,491.4E-3
90.05E-9,486.8E-3
90.05E-9,477.6E-3
90.05E-9,473.0E-3
90.05E-9,463.8E-3
90.06E-9,445.4E-3
90.06E-9,416.2E-3
90.06E-9,387.2E-3
90.06E-9,356.5E-3
90.07E-9,323.3E-3
90.07E-9,278.5E-3
90.08E-9,243.5E-3
90.08E-9,205.2E-3
90.08E-9,160.1E-3
90.09E-9,107.9E-3
90.09E-9,68.09E-3
90.10E-9,57.29E-15
90.10E-9,0.000
90.10E-9,0.000
90.10E-9,0.000
90.10E-9,0.000
90.10E-9,0.000
90.11E-9,0.000
90.11E-9,0.000
90.12E-9,0.000
90.13E-9,0.000
90.14E-9,0.000
90.15E-9,0.000
90.16E-9,0.000
90.17E-9,0.000
90.18E-9,0.000
90.19E-9,0.000
90.20E-9,0.000
90.20E-9,0.000
90.20E-9,0.000
90.20E-9,0.000
90.20E-9,0.000
90.20E-9,0.000
90.20E-9,0.000
90.21E-9,0.000
90.21E-9,0.000
90.22E-9,0.000
90.23E-9,0.000
90.25E-9,0.000
90.26E-9,0.000
90.28E-9,0.000
90.29E-9,0.000
90.31E-9,0.000
90.34E-9,0.000
90.37E-9,0.000
90.42E-9,0.000
90.48E-9,0.000
90.57E-9,0.000
90.68E-9,0.000
90.83E-9,0.000
91.01E-9,0.000
91.19E-9,0.000
91.39E-9,0.000
91.49E-9,0.000
91.68E-9,0.000
91.87E-9,0.000
92.24E-9,0.000
92.50E-9,0.000
92.50E-9,0.000
92.50E-9,0.000
92.50E-9,0.000
92.50E-9,0.000
92.50E-9,0.000
92.51E-9,0.000
92.51E-9,0.000
92.52E-9,0.000
92.53E-9,0.000
92.53E-9,0.000
92.53E-9,0.000
92.54E-9,0.000
92.54E-9,0.000
92.54E-9,0.000
92.54E-9,0.000
92.54E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.55E-9,0.000
92.56E-9,0.000
92.56E-9,0.000
92.56E-9,0.000
92.57E-9,0.000
92.57E-9,0.000
92.58E-9,0.000
92.58E-9,0.000
92.58E-9,0.000
92.59E-9,0.000
92.60E-9,0.000
92.60E-9,0.000
92.61E-9,0.000
92.61E-9,0.000
92.61E-9,0.000
92.62E-9,0.000
92.62E-9,0.000
92.62E-9,0.000
92.63E-9,0.000
92.63E-9,0.000
92.63E-9,0.000
92.63E-9,0.000
92.63E-9,0.000
92.64E-9,0.000
92.64E-9,0.000
92.64E-9,0.000
92.64E-9,0.000
92.64E-9,0.000
92.65E-9,0.000
92.66E-9,0.000
92.67E-9,0.000
92.69E-9,0.000
92.71E-9,0.000
92.74E-9,0.000
92.78E-9,0.000
92.85E-9,0.000
92.94E-9,0.000
93.06E-9,0.000
93.22E-9,0.000
93.45E-9,0.000
93.75E-9,0.000
94.16E-9,0.000
94.58E-9,0.000
95.00E-9,0.000
95.00E-9,1.953E-3
95.00E-9,5.859E-3
95.00E-9,13.67E-3
95.00E-9,22.82E-3
95.00E-9,38.31E-3
95.01E-9,64.95E-3
95.01E-9,108.6E-3
95.02E-9,173.1E-3
95.03E-9,269.3E-3
95.03E-9,319.7E-3
95.04E-9,370.3E-3
95.04E-9,422.5E-3
95.05E-9,461.3E-3
95.05E-9,500.0E-3
95.05E-9,500.8E-3
95.05E-9,502.3E-3
95.05E-9,505.4E-3
95.05E-9,510.1E-3
95.05E-9,512.1E-3
95.05E-9,516.1E-3
95.05E-9,524.1E-3
95.05E-9,540.1E-3
95.06E-9,572.1E-3
95.06E-9,603.7E-3
95.06E-9,635.8E-3
95.07E-9,668.9E-3
95.07E-9,714.0E-3
95.08E-9,753.0E-3
95.08E-9,792.3E-3
95.08E-9,839.1E-3
95.09E-9,879.9E-3
95.09E-9,920.7E-3
95.10E-9,960.3E-3
95.10E-9,1.000
95.10E-9,1.000
95.10E-9,1.000
95.10E-9,1.000
95.10E-9,1.000
95.10E-9,1.000
95.10E-9,1.000
95.10E-9,1.000
95.11E-9,1.000
95.11E-9,1.000
95.12E-9,1.000
95.13E-9,1.000
95.14E-9,1.000
95.15E-9,1.000
95.17E-9,1.000
95.19E-9,1.000
95.20E-9,1.000
95.22E-9,1.000
95.23E-9,1.000
95.26E-9,1.000
95.30E-9,1.000
95.35E-9,1.000
95.42E-9,1.000
95.52E-9,1.000
95.64E-9,1.000
95.81E-9,1.000
96.03E-9,1.000
96.22E-9,1.000
96.43E-9,1.000
96.52E-9,1.000
96.69E-9,1.000
96.90E-9,1.000
97.20E-9,1.000
97.50E-9,1.000
97.50E-9,1.000
97.50E-9,1.000
97.50E-9,1.000
97.50E-9,1.000
97.50E-9,1.000
97.51E-9,1.000
97.51E-9,1.000
97.52E-9,1.000
97.53E-9,1.000
97.53E-9,1.000
97.53E-9,1.000
97.54E-9,1.000
97.54E-9,1.000
97.54E-9,1.000
97.54E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.55E-9,1.000
97.56E-9,1.000
97.56E-9,1.000
97.56E-9,1.000
97.57E-9,1.000
97.57E-9,1.000
97.57E-9,1.000
97.58E-9,1.000
97.58E-9,1.000
97.59E-9,1.000
97.60E-9,1.000
97.60E-9,1.000
97.61E-9,1.000
97.61E-9,1.000
97.61E-9,1.000
97.61E-9,1.000
97.61E-9,1.000
97.61E-9,1.000
97.61E-9,1.000
97.62E-9,1.000
97.62E-9,1.000
97.62E-9,1.000
97.62E-9,1.000
97.63E-9,1.000
97.63E-9,1.000
97.63E-9,1.000
97.64E-9,1.000
97.65E-9,1.000
97.65E-9,1.000
97.67E-9,1.000
97.68E-9,1.000
97.70E-9,1.000
97.73E-9,1.000
97.76E-9,1.000
97.83E-9,1.000
97.92E-9,1.000
98.04E-9,1.000
98.20E-9,1.000
98.41E-9,1.000
98.70E-9,1.000
99.09E-9,1.000
99.63E-9,1.000
100.0E-9,1.000
