time (s),v("/D7" ?result "tran") (V)
2.750E-9,316.3E-6
2.753E-9,518.2E-6
2.757E-9,886.7E-6
2.759E-9,1.441E-3
2.762E-9,2.518E-3
2.765E-9,3.841E-3
2.767E-9,4.730E-3
2.770E-9,4.920E-3
2.773E-9,4.348E-3
2.776E-9,3.607E-3
2.778E-9,2.837E-3
2.781E-9,2.228E-3
2.783E-9,1.724E-3
2.786E-9,1.258E-3
2.788E-9,764.6E-6
2.791E-9,45.30E-6
2.794E-9,-778.6E-6
2.798E-9,-1.565E-3
2.801E-9,-1.887E-3
2.803E-9,-1.908E-3
2.806E-9,-1.631E-3
2.810E-9,-1.158E-3
2.814E-9,-430.8E-6
2.818E-9,666.0E-6
2.821E-9,1.573E-3
2.824E-9,3.071E-3
2.827E-9,4.407E-3
2.829E-9,4.975E-3
2.833E-9,4.762E-3
2.836E-9,4.178E-3
2.838E-9,3.566E-3
2.841E-9,2.787E-3
2.844E-9,2.167E-3
2.848E-9,1.776E-3
2.853E-9,2.224E-3
2.854E-9,2.468E-3
2.855E-9,3.126E-3
2.858E-9,4.478E-3
2.860E-9,5.297E-3
2.863E-9,5.557E-3
2.867E-9,4.999E-3
2.870E-9,3.847E-3
2.875E-9,2.519E-3
2.878E-9,1.771E-3
2.881E-9,1.200E-3
2.885E-9,635.3E-6
2.888E-9,170.1E-6
2.893E-9,-474.4E-6
2.898E-9,-1.527E-3
2.900E-9,-2.189E-3
2.903E-9,-1.859E-3
2.907E-9,-1.250E-3
2.910E-9,-801.6E-6
2.912E-9,-442.3E-6
2.915E-9,-57.98E-6
2.917E-9,308.9E-6
2.920E-9,826.6E-6
2.923E-9,1.381E-3
2.926E-9,2.886E-3
2.928E-9,4.514E-3
2.931E-9,5.743E-3
2.933E-9,6.546E-3
2.936E-9,7.346E-3
2.938E-9,8.017E-3
2.941E-9,8.106E-3
2.943E-9,7.659E-3
2.946E-9,6.658E-3
2.949E-9,5.820E-3
2.951E-9,4.942E-3
2.954E-9,3.931E-3
2.957E-9,3.251E-3
2.959E-9,2.639E-3
2.962E-9,1.955E-3
2.965E-9,1.402E-3
2.969E-9,877.6E-6
2.971E-9,597.1E-6
2.974E-9,305.7E-6
2.977E-9,20.01E-6
2.980E-9,-392.2E-6
2.983E-9,-729.0E-6
2.986E-9,-822.9E-6
2.989E-9,-741.0E-6
2.992E-9,-589.0E-6
2.995E-9,-392.7E-6
2.998E-9,-222.4E-6
3.000E-9,-105.4E-6
3.003E-9,5.241E-6
3.007E-9,95.16E-6
3.009E-9,133.8E-6
3.012E-9,145.7E-6
3.016E-9,136.7E-6
3.020E-9,131.8E-6
3.022E-9,149.9E-6
3.025E-9,158.7E-6
3.028E-9,150.5E-6
3.031E-9,124.4E-6
3.035E-9,85.52E-6
3.039E-9,43.13E-6
3.045E-9,5.192E-6
3.051E-9,-37.38E-6
3.059E-9,-147.7E-6
3.066E-9,-433.6E-6
3.072E-9,-563.4E-6
3.076E-9,-167.7E-6
3.080E-9,733.7E-6
3.084E-9,2.607E-3
3.088E-9,4.362E-3
3.090E-9,4.942E-3
3.093E-9,4.880E-3
3.096E-9,4.446E-3
3.098E-9,3.903E-3
3.101E-9,3.319E-3
3.103E-9,2.783E-3
3.106E-9,2.281E-3
3.109E-9,1.702E-3
3.112E-9,1.227E-3
3.116E-9,781.3E-6
3.121E-9,436.6E-6
3.127E-9,219.8E-6
3.134E-9,92.77E-6
3.142E-9,33.45E-6
3.148E-9,19.48E-6
3.155E-9,15.89E-6
3.159E-9,44.92E-6
3.163E-9,80.64E-6
3.166E-9,86.06E-6
3.169E-9,75.46E-6
3.173E-9,56.22E-6
3.178E-9,31.96E-6
3.184E-9,11.62E-6
3.191E-9,-10.28E-6
3.196E-9,-34.33E-6
3.203E-9,-87.34E-6
3.206E-9,-117.4E-6
3.209E-9,-196.7E-6
3.212E-9,-355.4E-6
3.216E-9,-568.7E-6
3.219E-9,-645.4E-6
3.221E-9,-540.1E-6
3.225E-9,-121.4E-6
3.229E-9,638.9E-6
3.231E-9,1.487E-3
3.234E-9,2.692E-3
3.237E-9,4.071E-3
3.239E-9,4.790E-3
3.242E-9,4.930E-3
3.244E-9,4.645E-3
3.247E-9,4.139E-3
3.250E-9,3.349E-3
3.253E-9,2.579E-3
3.257E-9,1.761E-3
3.262E-9,1.050E-3
3.268E-9,555.3E-6
3.274E-9,246.2E-6
3.283E-9,80.25E-6
3.295E-9,15.24E-6
3.313E-9,755.6E-9
3.345E-9,2.808E-6
3.408E-9,729.9E-9
3.516E-9,2.054E-6
3.714E-9,-50.28E-9
4.077E-9,979.4E-9
4.538E-9,-1.042E-6
5.000E-9,258.4E-9
5.000E-9,-5.639E-6
5.000E-9,-17.02E-6
5.000E-9,-36.88E-6
5.001E-9,-69.25E-6
5.001E-9,-103.2E-6
5.002E-9,-156.7E-6
5.004E-9,-230.6E-6
5.007E-9,-300.3E-6
5.011E-9,-350.5E-6
5.018E-9,-378.8E-6
5.028E-9,-461.8E-6
5.033E-9,-670.1E-6
5.040E-9,-1.504E-3
5.045E-9,-2.546E-3
5.050E-9,-3.687E-3
5.050E-9,-3.683E-3
5.050E-9,-3.672E-3
5.051E-9,-3.652E-3
5.051E-9,-3.645E-3
5.051E-9,-3.632E-3
5.052E-9,-3.604E-3
5.053E-9,-3.543E-3
5.055E-9,-3.386E-3
5.058E-9,-3.077E-3
5.061E-9,-2.778E-3
5.065E-9,-2.403E-3
5.068E-9,-1.823E-3
5.073E-9,-876.6E-6
5.077E-9,-303.3E-6
5.081E-9,-58.73E-6
5.086E-9,-50.58E-6
5.091E-9,-66.30E-6
5.095E-9,-45.35E-6
5.100E-9,4.190E-6
5.100E-9,2.360E-6
5.100E-9,-480.9E-9
5.101E-9,-4.449E-6
5.101E-9,-5.656E-6
5.101E-9,-7.076E-6
5.102E-9,-6.702E-6
5.104E-9,2.610E-6
5.107E-9,35.58E-6
5.113E-9,100.4E-6
5.120E-9,144.9E-6
5.128E-9,169.0E-6
5.138E-9,182.6E-6
5.151E-9,195.2E-6
5.168E-9,210.5E-6
5.185E-9,224.8E-6
5.201E-9,236.0E-6
5.216E-9,244.3E-6
5.234E-9,251.9E-6
5.258E-9,259.1E-6
5.295E-9,264.7E-6
5.350E-9,264.9E-6
5.419E-9,256.1E-6
5.511E-9,233.9E-6
5.631E-9,196.0E-6
5.796E-9,153.0E-6
6.018E-9,105.4E-6
6.204E-9,42.44E-6
6.420E-9,949.3E-9
6.504E-9,1.066E-6
6.673E-9,-2.286E-6
6.869E-9,-234.9E-9
7.184E-9,-2.229E-6
7.500E-9,-414.6E-9
7.500E-9,45.79E-6
7.501E-9,134.3E-6
7.501E-9,278.1E-6
7.502E-9,420.4E-6
7.504E-9,596.9E-6
7.508E-9,723.8E-6
7.514E-9,784.5E-6
7.522E-9,779.7E-6
7.526E-9,746.5E-6
7.529E-9,709.5E-6
7.533E-9,652.9E-6
7.536E-9,604.3E-6
7.539E-9,556.0E-6
7.542E-9,564.6E-6
7.543E-9,598.2E-6
7.545E-9,638.7E-6
7.547E-9,670.4E-6
7.548E-9,695.8E-6
7.550E-9,710.7E-6
7.550E-9,706.1E-6
7.550E-9,696.3E-6
7.550E-9,691.4E-6
7.550E-9,681.9E-6
7.550E-9,663.4E-6
7.551E-9,628.3E-6
7.551E-9,564.4E-6
7.552E-9,457.5E-6
7.554E-9,302.8E-6
7.557E-9,181.8E-6
7.560E-9,93.99E-6
7.564E-9,48.89E-6
7.569E-9,95.82E-6
7.572E-9,184.8E-6
7.576E-9,294.6E-6
7.580E-9,394.2E-6
7.584E-9,499.4E-6
7.590E-9,579.1E-6
7.596E-9,309.5E-6
7.601E-9,-920.3E-6
7.607E-9,-3.958E-3
7.612E-9,-7.526E-3
7.614E-9,-9.209E-3
7.618E-9,-10.98E-3
7.621E-9,-11.36E-3
7.624E-9,-9.864E-3
7.625E-9,-9.231E-3
7.627E-9,-7.998E-3
7.631E-9,-5.907E-3
7.636E-9,-3.669E-3
7.641E-9,-2.004E-3
7.647E-9,-884.4E-6
7.654E-9,-194.9E-6
7.660E-9,100.2E-6
7.666E-9,259.5E-6
7.670E-9,356.6E-6
7.673E-9,410.3E-6
7.677E-9,461.2E-6
7.681E-9,535.0E-6
7.686E-9,767.4E-6
7.692E-9,1.564E-3
7.697E-9,3.336E-3
7.701E-9,4.706E-3
7.704E-9,4.891E-3
7.707E-9,4.526E-3
7.709E-9,3.998E-3
7.712E-9,3.412E-3
7.714E-9,2.695E-3
7.718E-9,2.000E-3
7.721E-9,1.282E-3
7.726E-9,505.5E-6
7.728E-9,101.4E-6
7.731E-9,-260.9E-6
7.734E-9,-380.4E-6
7.736E-9,-273.3E-6
7.740E-9,-95.38E-6
7.743E-9,8.747E-6
7.746E-9,84.54E-6
7.751E-9,137.5E-6
7.757E-9,156.4E-6
7.765E-9,163.6E-6
7.774E-9,160.7E-6
7.788E-9,152.8E-6
7.809E-9,137.3E-6
7.849E-9,114.2E-6
7.929E-9,83.83E-6
8.064E-9,58.10E-6
8.235E-9,40.89E-6
8.459E-9,29.82E-6
8.757E-9,21.16E-6
9.171E-9,15.58E-6
9.585E-9,11.68E-6
10.00E-9,9.945E-6
10.00E-9,2.543E-6
10.00E-9,-12.66E-6
10.00E-9,-38.83E-6
10.00E-9,-79.81E-6
10.00E-9,-126.0E-6
10.00E-9,-201.3E-6
10.00E-9,-287.7E-6
10.01E-9,-346.9E-6
10.01E-9,-374.2E-6
10.02E-9,-380.5E-6
10.02E-9,-389.1E-6
10.03E-9,-441.4E-6
10.04E-9,-678.3E-6
10.05E-9,-1.280E-3
10.05E-9,-2.188E-3
10.05E-9,-2.173E-3
10.05E-9,-2.167E-3
10.05E-9,-2.156E-3
10.05E-9,-2.147E-3
10.05E-9,-2.144E-3
10.05E-9,-2.142E-3
10.05E-9,-2.139E-3
10.05E-9,-2.138E-3
10.05E-9,-2.132E-3
10.06E-9,-2.111E-3
10.06E-9,-2.059E-3
10.06E-9,-1.974E-3
10.06E-9,-1.774E-3
10.07E-9,-1.333E-3
10.07E-9,-507.3E-6
10.08E-9,87.14E-6
10.08E-9,355.9E-6
10.08E-9,337.8E-6
10.09E-9,241.3E-6
10.09E-9,187.7E-6
10.10E-9,166.7E-6
10.10E-9,180.2E-6
10.10E-9,186.9E-6
10.10E-9,198.7E-6
10.10E-9,216.8E-6
10.10E-9,237.9E-6
10.11E-9,248.5E-6
10.11E-9,235.4E-6
10.12E-9,221.2E-6
10.13E-9,214.9E-6
10.14E-9,212.7E-6
10.15E-9,213.7E-6
10.16E-9,217.4E-6
10.17E-9,222.4E-6
10.18E-9,229.7E-6
10.19E-9,235.6E-6
10.20E-9,241.4E-6
10.20E-9,239.6E-6
10.20E-9,236.0E-6
10.20E-9,230.3E-6
10.20E-9,223.3E-6
10.20E-9,221.6E-6
10.20E-9,220.3E-6
10.21E-9,222.9E-6
10.21E-9,234.0E-6
10.22E-9,251.3E-6
10.23E-9,260.3E-6
10.25E-9,265.6E-6
10.26E-9,269.9E-6
10.28E-9,273.2E-6
10.29E-9,275.7E-6
10.31E-9,277.6E-6
10.34E-9,278.9E-6
10.37E-9,278.0E-6
10.42E-9,272.0E-6
10.48E-9,256.8E-6
10.57E-9,227.9E-6
10.68E-9,187.3E-6
10.83E-9,150.0E-6
11.01E-9,109.9E-6
11.19E-9,47.76E-6
11.40E-9,3.135E-6
11.49E-9,2.504E-6
11.68E-9,-2.278E-6
11.87E-9,565.6E-9
12.25E-9,-2.211E-6
12.50E-9,289.2E-9
12.50E-9,43.19E-6
12.50E-9,128.6E-6
12.50E-9,267.9E-6
12.50E-9,405.7E-6
12.50E-9,577.5E-6
12.51E-9,704.3E-6
12.51E-9,769.2E-6
12.52E-9,770.5E-6
12.53E-9,742.8E-6
12.53E-9,715.7E-6
12.53E-9,678.4E-6
12.54E-9,664.0E-6
12.54E-9,662.1E-6
12.54E-9,665.1E-6
12.54E-9,668.7E-6
12.54E-9,670.9E-6
12.55E-9,671.1E-6
12.55E-9,669.0E-6
12.55E-9,666.8E-6
12.55E-9,664.1E-6
12.55E-9,659.7E-6
12.55E-9,650.4E-6
12.55E-9,645.7E-6
12.55E-9,636.7E-6
12.55E-9,619.1E-6
12.55E-9,610.6E-6
12.55E-9,593.8E-6
12.55E-9,562.0E-6
12.55E-9,503.8E-6
12.55E-9,405.7E-6
12.55E-9,262.3E-6
12.56E-9,147.0E-6
12.56E-9,66.13E-6
12.56E-9,23.66E-6
12.57E-9,60.34E-6
12.57E-9,143.7E-6
12.58E-9,241.9E-6
12.58E-9,340.7E-6
12.58E-9,439.5E-6
12.59E-9,536.1E-6
12.60E-9,424.1E-6
12.60E-9,-761.1E-6
12.61E-9,-3.306E-3
12.61E-9,-7.105E-3
12.61E-9,-8.389E-3
12.62E-9,-10.58E-3
12.62E-9,-12.05E-3
12.62E-9,-11.16E-3
12.63E-9,-8.887E-3
12.63E-9,-8.215E-3
12.63E-9,-6.925E-3
12.63E-9,-6.322E-3
12.63E-9,-5.208E-3
12.64E-9,-4.703E-3
12.64E-9,-3.793E-3
12.64E-9,-3.390E-3
12.64E-9,-2.677E-3
12.64E-9,-1.583E-3
12.65E-9,-442.5E-6
12.66E-9,133.0E-6
12.67E-9,349.9E-6
12.69E-9,361.3E-6
12.71E-9,303.8E-6
12.74E-9,239.0E-6
12.78E-9,179.0E-6
12.85E-9,122.6E-6
12.94E-9,87.21E-6
13.06E-9,61.51E-6
13.22E-9,44.49E-6
13.45E-9,31.27E-6
13.75E-9,22.63E-6
14.16E-9,15.69E-6
14.58E-9,12.48E-6
15.00E-9,9.708E-6
15.00E-9,-9.203E-6
15.00E-9,-42.08E-6
15.00E-9,-91.01E-6
15.00E-9,-131.8E-6
15.00E-9,-182.7E-6
15.01E-9,-235.8E-6
15.01E-9,-290.9E-6
15.02E-9,-321.4E-6
15.03E-9,-372.7E-6
15.03E-9,-440.6E-6
15.04E-9,-566.5E-6
15.04E-9,-928.0E-6
15.05E-9,-1.480E-3
15.05E-9,-2.289E-3
15.05E-9,-2.285E-3
15.05E-9,-2.275E-3
15.05E-9,-2.259E-3
15.05E-9,-2.242E-3
15.05E-9,-2.236E-3
15.05E-9,-2.226E-3
15.05E-9,-2.209E-3
15.05E-9,-2.173E-3
15.06E-9,-2.083E-3
15.06E-9,-1.978E-3
15.06E-9,-1.825E-3
15.07E-9,-1.530E-3
15.07E-9,-869.8E-6
15.08E-9,-250.4E-6
15.08E-9,114.4E-6
15.08E-9,175.6E-6
15.09E-9,119.1E-6
15.09E-9,84.83E-6
15.10E-9,77.69E-6
15.10E-9,94.41E-6
15.10E-9,92.42E-6
15.10E-9,88.23E-6
15.10E-9,81.24E-6
15.10E-9,78.63E-6
15.10E-9,74.29E-6
15.10E-9,68.86E-6
15.10E-9,65.43E-6
15.11E-9,85.09E-6
15.11E-9,133.5E-6
15.12E-9,173.3E-6
15.13E-9,194.3E-6
15.14E-9,202.6E-6
15.15E-9,208.0E-6
15.17E-9,217.3E-6
15.19E-9,227.9E-6
15.20E-9,238.0E-6
15.22E-9,246.1E-6
15.23E-9,254.5E-6
15.26E-9,263.3E-6
15.30E-9,271.7E-6
15.35E-9,275.5E-6
15.42E-9,268.7E-6
15.52E-9,245.3E-6
15.64E-9,203.2E-6
15.81E-9,155.6E-6
16.03E-9,104.1E-6
16.22E-9,40.10E-6
16.43E-9,1.552E-6
16.52E-9,2.157E-6
16.69E-9,-1.148E-6
16.90E-9,1.140E-6
17.20E-9,-996.7E-9
17.50E-9,919.0E-9
17.50E-9,47.28E-6
17.50E-9,137.5E-6
17.50E-9,290.5E-6
17.50E-9,447.6E-6
17.50E-9,654.6E-6
17.51E-9,817.4E-6
17.51E-9,929.5E-6
17.52E-9,1.014E-3
17.53E-9,1.046E-3
17.53E-9,1.033E-3
17.53E-9,941.5E-6
17.54E-9,831.4E-6
17.54E-9,616.4E-6
17.54E-9,296.4E-6
17.54E-9,-125.8E-6
17.55E-9,-869.0E-6
17.55E-9,-1.825E-3
17.55E-9,-3.168E-3
17.55E-9,-4.743E-3
17.55E-9,-4.791E-3
17.55E-9,-4.887E-3
17.55E-9,-4.935E-3
17.55E-9,-5.031E-3
17.55E-9,-5.224E-3
17.55E-9,-5.612E-3
17.55E-9,-6.402E-3
17.55E-9,-8.030E-3
17.55E-9,-11.37E-3
17.56E-9,-15.56E-3
17.56E-9,-16.48E-3
17.56E-9,-776.4E-6
17.57E-9,29.57E-3
17.57E-9,76.74E-3
17.57E-9,135.7E-3
17.58E-9,213.2E-3
17.58E-9,322.3E-3
17.59E-9,457.9E-3
17.60E-9,604.3E-3
17.60E-9,697.6E-3
17.61E-9,781.5E-3
17.61E-9,844.9E-3
17.61E-9,860.1E-3
17.61E-9,867.2E-3
17.61E-9,870.5E-3
17.61E-9,872.2E-3
17.61E-9,875.4E-3
17.62E-9,881.7E-3
17.62E-9,893.6E-3
17.62E-9,911.0E-3
17.62E-9,925.6E-3
17.63E-9,937.9E-3
17.63E-9,951.1E-3
17.63E-9,965.8E-3
17.64E-9,977.5E-3
17.65E-9,986.8E-3
17.65E-9,993.8E-3
17.67E-9,998.5E-3
17.68E-9,1.001
17.70E-9,1.001
17.73E-9,1.001
17.76E-9,1.001
17.83E-9,1.000
17.92E-9,1.000
18.04E-9,1.000
18.20E-9,1.000
18.41E-9,1.000
18.70E-9,1.000
19.09E-9,1.000
19.63E-9,1.000
20.00E-9,1.000
20.00E-9,1.000
20.00E-9,999.8E-3
20.00E-9,999.6E-3
20.00E-9,999.4E-3
20.00E-9,999.1E-3
20.01E-9,998.8E-3
20.01E-9,998.6E-3
20.02E-9,998.4E-3
20.02E-9,998.2E-3
20.03E-9,998.2E-3
20.04E-9,998.9E-3
20.04E-9,1.001
20.05E-9,1.003
20.05E-9,1.006
20.05E-9,1.007
20.05E-9,1.007
20.05E-9,1.007
20.05E-9,1.008
20.05E-9,1.008
20.05E-9,1.008
20.05E-9,1.009
20.05E-9,1.010
20.05E-9,1.011
20.05E-9,1.012
20.06E-9,1.011
20.06E-9,996.8E-3
20.06E-9,955.6E-3
20.07E-9,886.4E-3
20.07E-9,774.1E-3
20.07E-9,658.5E-3
20.08E-9,546.7E-3
20.08E-9,416.6E-3
20.09E-9,265.6E-3
20.09E-9,175.4E-3
20.10E-9,106.7E-3
20.10E-9,63.04E-3
20.10E-9,62.34E-3
20.10E-9,60.97E-3
20.10E-9,58.30E-3
20.10E-9,53.42E-3
20.10E-9,51.17E-3
20.10E-9,46.94E-3
20.10E-9,39.43E-3
20.11E-9,27.67E-3
20.11E-9,23.17E-3
20.11E-9,16.18E-3
20.12E-9,7.707E-3
20.12E-9,3.910E-3
20.13E-9,2.004E-3
20.14E-9,943.3E-6
20.14E-9,499.6E-6
20.15E-9,286.0E-6
20.16E-9,223.5E-6
20.17E-9,214.6E-6
20.18E-9,218.5E-6
20.19E-9,224.6E-6
20.20E-9,229.7E-6
20.20E-9,232.8E-6
20.20E-9,238.8E-6
20.20E-9,248.1E-6
20.20E-9,258.6E-6
20.21E-9,263.2E-6
20.21E-9,261.2E-6
20.21E-9,256.7E-6
20.22E-9,250.0E-6
20.23E-9,247.4E-6
20.24E-9,250.5E-6
20.25E-9,254.4E-6
20.26E-9,258.7E-6
20.27E-9,262.4E-6
20.28E-9,265.3E-6
20.29E-9,268.4E-6
20.31E-9,271.4E-6
20.33E-9,273.4E-6
20.35E-9,273.8E-6
20.37E-9,273.2E-6
20.39E-9,272.3E-6
20.39E-9,271.7E-6
20.40E-9,271.1E-6
20.40E-9,272.7E-6
20.40E-9,275.8E-6
20.40E-9,280.6E-6
20.40E-9,282.3E-6
20.40E-9,284.8E-6
20.40E-9,287.1E-6
20.40E-9,287.2E-6
20.41E-9,286.5E-6
20.41E-9,283.4E-6
20.41E-9,276.8E-6
20.42E-9,269.4E-6
20.44E-9,265.5E-6
20.45E-9,262.2E-6
20.47E-9,258.1E-6
20.49E-9,252.5E-6
20.52E-9,244.2E-6
20.55E-9,231.7E-6
20.60E-9,213.5E-6
20.68E-9,190.0E-6
20.77E-9,164.1E-6
20.90E-9,137.0E-6
21.06E-9,92.43E-6
21.27E-9,23.71E-6
21.49E-9,-746.3E-9
21.73E-9,752.2E-9
21.92E-9,-1.518E-6
22.22E-9,561.3E-9
22.50E-9,-1.331E-6
22.50E-9,39.45E-6
22.50E-9,116.9E-6
22.50E-9,244.5E-6
22.50E-9,364.8E-6
22.50E-9,515.2E-6
22.51E-9,641.4E-6
22.51E-9,719.0E-6
22.52E-9,734.2E-6
22.53E-9,721.4E-6
22.53E-9,714.8E-6
22.53E-9,703.1E-6
22.54E-9,696.2E-6
22.54E-9,691.7E-6
22.54E-9,688.7E-6
22.54E-9,686.0E-6
22.54E-9,684.0E-6
22.55E-9,681.5E-6
22.55E-9,678.8E-6
22.55E-9,676.5E-6
22.55E-9,673.7E-6
22.55E-9,668.8E-6
22.55E-9,658.8E-6
22.55E-9,653.8E-6
22.55E-9,644.2E-6
22.55E-9,625.7E-6
22.55E-9,616.7E-6
22.55E-9,599.4E-6
22.55E-9,566.8E-6
22.55E-9,508.8E-6
22.55E-9,414.9E-6
22.55E-9,283.4E-6
22.56E-9,187.2E-6
22.56E-9,116.2E-6
22.56E-9,63.11E-6
22.57E-9,33.31E-6
22.57E-9,94.66E-6
22.58E-9,205.0E-6
22.58E-9,311.1E-6
22.59E-9,416.3E-6
22.59E-9,510.3E-6
22.60E-9,500.7E-6
22.61E-9,-406.7E-6
22.61E-9,-2.533E-3
22.62E-9,-6.260E-3
22.62E-9,-10.40E-3
22.62E-9,-11.45E-3
22.62E-9,-11.93E-3
22.63E-9,-12.65E-3
22.63E-9,-12.60E-3
22.63E-9,-10.91E-3
22.63E-9,-8.728E-3
22.64E-9,-6.768E-3
22.64E-9,-4.624E-3
22.65E-9,-2.647E-3
22.65E-9,-1.251E-3
22.66E-9,-362.6E-6
22.67E-9,138.5E-6
22.68E-9,344.5E-6
22.70E-9,355.9E-6
22.72E-9,292.2E-6
22.75E-9,229.8E-6
22.79E-9,169.3E-6
22.87E-9,116.9E-6
22.96E-9,82.78E-6
23.09E-9,58.82E-6
23.26E-9,42.16E-6
23.49E-9,29.95E-6
23.80E-9,21.36E-6
24.23E-9,15.11E-6
24.62E-9,12.05E-6
25.00E-9,9.881E-6
25.00E-9,-12.13E-6
25.00E-9,-50.82E-6
25.00E-9,-107.2E-6
25.00E-9,-153.1E-6
25.00E-9,-208.6E-6
25.01E-9,-264.2E-6
25.01E-9,-308.4E-6
25.02E-9,-335.7E-6
25.03E-9,-359.4E-6
25.03E-9,-391.7E-6
25.04E-9,-469.5E-6
25.04E-9,-749.4E-6
25.05E-9,-1.313E-3
25.05E-9,-2.206E-3
25.05E-9,-2.201E-3
25.05E-9,-2.192E-3
